event_id,customer_id,product_id,event_type,timestamp
E005868,C000586,P00161,cart,2024-02-02T12:08:00
E005355,C000624,P00265,view,2024-02-02T12:36:00
E003235,C000216,P00292,view,2024-02-02T13:10:00
E005721,C000028,P00030,purchase,2024-02-02T13:11:00
E001446,C000210,P00498,view,2024-02-02T13:23:00
E005066,C000386,P00445,view,2024-02-02T13:36:00
E004281,C000429,P00084,purchase,2024-02-02T13:53:00
E004613,C000286,P00265,view,2024-02-02T14:00:00
E001750,C000717,P00452,view,2024-02-02T14:04:00
E004898,C000060,P00229,view,2024-02-02T14:10:00
E005356,C000397,P00026,view,2024-02-02T15:30:00
E004381,C000726,P00165,purchase,2024-02-02T15:43:00
E004973,C000038,P00040,view,2024-02-02T16:31:00
E000751,C000377,P00471,cart,2024-02-02T16:37:00
E003636,C000016,P00126,view,2024-02-02T16:47:00
E004189,C000262,P00075,cart,2024-02-02T17:12:00
E002431,C000013,P00447,view,2024-02-02T17:30:00
E000265,C000071,P00029,view,2024-02-02T17:35:00
E002601,C000532,P00190,view,2024-02-02T17:56:00
E002188,C000036,P00280,view,2024-02-02T18:03:00
E000952,C000565,P00389,view,2024-02-02T18:42:00
E005351,C000221,P00036,view,2024-02-02T20:06:00
E001476,C000323,P00149,view,2024-02-02T20:24:00
E001503,C000576,P00436,cart,2024-02-02T20:33:00
E004586,C000057,P00425,cart,2024-02-02T20:52:00
E002754,C000272,P00414,view,2024-02-02T21:20:00
E002656,C000658,P00410,purchase,2024-02-02T22:16:00
E004011,C000257,P00101,cart,2024-02-02T22:22:00
E002823,C000285,P00334,view,2024-02-02T23:09:00
E004082,C000542,P00067,purchase,2024-02-03T00:35:00
E001188,C000761,P00014,view,2024-02-03T01:09:00
E003730,C000134,P00410,view,2024-02-03T01:56:00
E000162,C000144,P00024,view,2024-02-03T02:24:00
E001864,C000548,P00197,view,2024-02-03T03:02:00
E004032,C000260,P00435,view,2024-02-03T03:03:00
E001996,C000464,P00098,cart,2024-02-03T03:09:00
E004096,C000375,P00069,view,2024-02-03T03:23:00
E001061,C000221,P00426,view,2024-02-03T03:41:00
E000884,C000335,P00163,view,2024-02-03T04:17:00
E001477,C000595,P00106,purchase,2024-02-03T04:56:00
E003467,C000447,P00259,purchase,2024-02-03T05:08:00
E000795,C000056,P00294,view,2024-02-03T05:28:00
E000305,C000252,P00267,view,2024-02-03T05:35:00
E002645,C000613,P00268,view,2024-02-03T05:44:00
E000143,C000752,P00136,view,2024-02-03T06:16:00
E002748,C000241,P00303,view,2024-02-03T06:17:00
E000938,C000134,P00497,view,2024-02-03T06:19:00
E003956,C000024,P00048,purchase,2024-02-03T06:39:00
E004327,C000342,P00223,cart,2024-02-03T07:11:00
E005130,C000356,P00377,cart,2024-02-03T07:23:00
E001925,C000344,P00058,cart,2024-02-03T08:11:00
E000710,C000354,P00459,view,2024-02-03T08:48:00
E002626,C000214,P00424,cart,2024-02-03T08:57:00
E002905,C000566,P00047,view,2024-02-03T09:59:00
E000500,C000593,P00153,view,2024-02-03T11:07:00
E001236,C000470,P00202,view,2024-02-03T11:27:00
E003775,C000429,P00084,view,2024-02-03T11:53:00
E002347,C000243,P00048,view,2024-02-03T11:57:00
E005154,C000044,P00455,purchase,2024-02-03T12:54:00
E002313,C000510,P00086,purchase,2024-02-03T13:34:00
E005912,C000744,P00300,view,2024-02-03T13:42:00
E005750,C000434,P00191,view,2024-02-03T15:02:00
E000690,C000668,P00274,view,2024-02-03T15:11:00
E005422,C000421,P00022,cart,2024-02-03T15:24:00
E001405,C000573,P00052,view,2024-02-03T15:35:00
E002643,C000253,P00164,purchase,2024-02-03T15:40:00
E004086,C000273,P00355,view,2024-02-03T17:20:00
E004122,C000509,P00189,view,2024-02-03T17:43:00
E003757,C000438,P00173,view,2024-02-03T18:01:00
E001260,C000421,P00376,view,2024-02-03T18:05:00
E001450,C000473,P00113,purchase,2024-02-03T18:20:00
E001737,C000592,P00189,view,2024-02-03T18:22:00
E002020,C000703,P00035,view,2024-02-03T19:00:00
E003253,C000032,P00024,view,2024-02-03T19:38:00
E005711,C000492,P00468,view,2024-02-03T19:51:00
E002848,C000696,P00289,cart,2024-02-03T20:15:00
E001551,C000684,P00200,cart,2024-02-03T20:29:00
E000417,C000137,P00230,view,2024-02-03T20:35:00
E004265,C000301,P00101,view,2024-02-03T21:17:00
E000960,C000435,P00340,cart,2024-02-03T21:48:00
E005882,C000739,P00169,cart,2024-02-03T22:15:00
E000983,C000428,P00231,view,2024-02-03T22:22:00
E003848,C000562,P00308,view,2024-02-03T22:28:00
E003866,C000517,P00494,purchase,2024-02-03T23:02:00
E005858,C000183,P00463,view,2024-02-03T23:19:00
E004949,C000055,P00189,view,2024-02-03T23:59:00
E004215,C000118,P00220,view,2024-02-04T00:27:00
E004005,C000788,P00232,purchase,2024-02-04T00:32:00
E001321,C000568,P00370,cart,2024-02-04T01:01:00
E002231,C000484,P00052,view,2024-02-04T01:06:00
E005562,C000691,P00068,view,2024-02-04T01:23:00
E001097,C000177,P00340,view,2024-02-04T01:33:00
E004212,C000353,P00361,view,2024-02-04T01:43:00
E000826,C000150,P00256,view,2024-02-04T01:48:00
E003743,C000612,P00482,view,2024-02-04T02:36:00
E005786,C000508,P00237,view,2024-02-04T03:10:00
E002588,C000668,P00493,view,2024-02-04T03:56:00
E002109,C000253,P00355,view,2024-02-04T03:59:00
E000813,C000064,P00412,view,2024-02-04T04:20:00
E005789,C000590,P00181,view,2024-02-04T05:33:00
E002129,C000198,P00045,view,2024-02-04T05:39:00
E003952,C000774,P00053,purchase,2024-02-04T06:43:00
E004899,C000667,P00066,view,2024-02-04T08:37:00
E001652,C000688,P00157,cart,2024-02-04T08:50:00
E005190,C000080,P00048,cart,2024-02-04T08:57:00
E002371,C000479,P00404,purchase,2024-02-04T08:58:00
E005557,C000698,P00283,cart,2024-02-04T09:35:00
E003733,C000085,P00171,view,2024-02-04T09:58:00
E001881,C000287,P00372,view,2024-02-04T10:08:00
E002202,C000050,P00088,purchase,2024-02-04T10:23:00
E003353,C000609,P00051,view,2024-02-04T10:50:00
E004169,C000659,P00227,cart,2024-02-04T10:59:00
E001840,C000438,P00080,view,2024-02-04T11:02:00
E003412,C000714,P00481,cart,2024-02-04T11:25:00
E000822,C000405,P00473,cart,2024-02-04T11:47:00
E001965,C000645,P00078,view,2024-02-04T12:10:00
E005119,C000230,P00442,view,2024-02-04T12:37:00
E001197,C000599,P00474,view,2024-02-04T12:55:00
E003599,C000676,P00375,view,2024-02-04T13:16:00
E004300,C000435,P00086,view,2024-02-04T14:13:00
E002844,C000109,P00336,cart,2024-02-04T14:36:00
E003469,C000115,P00128,view,2024-02-04T15:39:00
E002756,C000096,P00011,cart,2024-02-04T15:47:00
E001702,C000168,P00480,view,2024-02-04T17:56:00
E005324,C000588,P00407,view,2024-02-04T18:19:00
E005404,C000609,P00408,cart,2024-02-04T19:37:00
E001848,C000630,P00424,cart,2024-02-04T19:49:00
E001884,C000303,P00311,purchase,2024-02-04T19:53:00
E005744,C000388,P00255,view,2024-02-04T20:04:00
E002326,C000246,P00267,cart,2024-02-04T20:41:00
E003124,C000219,P00271,cart,2024-02-04T21:04:00
E000404,C000703,P00281,cart,2024-02-04T22:15:00
E001618,C000538,P00014,view,2024-02-04T22:25:00
E003203,C000591,P00335,view,2024-02-04T23:17:00
E002469,C000521,P00391,view,2024-02-04T23:47:00
E001214,C000349,P00402,cart,2024-02-05T00:31:00
E001437,C000283,P00497,cart,2024-02-05T01:32:00
E001989,C000782,P00117,view,2024-02-05T02:20:00
E001397,C000352,P00360,view,2024-02-05T02:26:00
E003578,C000208,P00428,view,2024-02-05T03:04:00
E005042,C000680,P00020,view,2024-02-05T03:19:00
E001423,C000254,P00099,purchase,2024-02-05T03:50:00
E004593,C000112,P00153,view,2024-02-05T04:23:00
E000492,C000636,P00486,view,2024-02-05T05:29:00
E001860,C000775,P00117,view,2024-02-05T05:51:00
E004231,C000296,P00013,purchase,2024-02-05T06:18:00
E003454,C000450,P00215,view,2024-02-05T06:21:00
E003421,C000414,P00430,view,2024-02-05T06:24:00
E004342,C000244,P00188,view,2024-02-05T06:31:00
E000991,C000536,P00486,cart,2024-02-05T07:21:00
E001571,C000582,P00043,cart,2024-02-05T07:44:00
E004346,C000765,P00270,purchase,2024-02-05T07:53:00
E005382,C000237,P00472,view,2024-02-05T08:46:00
E002600,C000042,P00420,purchase,2024-02-05T12:09:00
E004538,C000520,P00152,view,2024-02-05T14:00:00
E003042,C000085,P00218,cart,2024-02-05T14:13:00
E004548,C000604,P00142,cart,2024-02-05T14:53:00
E004575,C000258,P00335,cart,2024-02-05T15:09:00
E000163,C000794,P00008,view,2024-02-05T15:34:00
E003025,C000755,P00196,view,2024-02-05T16:48:00
E000524,C000133,P00342,view,2024-02-05T16:49:00
E000210,C000083,P00349,view,2024-02-05T17:17:00
E000604,C000313,P00325,cart,2024-02-05T17:19:00
E003653,C000455,P00474,view,2024-02-05T17:27:00
E003954,C000272,P00444,view,2024-02-05T19:09:00
E005845,C000017,P00497,purchase,2024-02-05T19:48:00
E001180,C000324,P00045,cart,2024-02-05T19:56:00
E004656,C000753,P00320,view,2024-02-05T19:56:00
E001734,C000414,P00029,view,2024-02-05T20:27:00
E004976,C000138,P00126,view,2024-02-05T21:01:00
E004303,C000229,P00114,view,2024-02-05T21:14:00
E005970,C000065,P00085,cart,2024-02-05T22:30:00
E001255,C000025,P00271,view,2024-02-05T22:35:00
E002015,C000622,P00474,view,2024-02-05T22:54:00
E003825,C000422,P00424,view,2024-02-05T23:32:00
E001939,C000666,P00363,view,2024-02-05T23:47:00
E001637,C000477,P00059,purchase,2024-02-05T23:53:00
E003020,C000530,P00181,view,2024-02-06T00:03:00
E005690,C000380,P00247,view,2024-02-06T00:28:00
E005582,C000771,P00069,cart,2024-02-06T01:11:00
E003911,C000092,P00468,purchase,2024-02-06T02:28:00
E004429,C000177,P00315,view,2024-02-06T02:34:00
E003387,C000064,P00092,view,2024-02-06T02:49:00
E001009,C000561,P00362,cart,2024-02-06T03:32:00
E001193,C000743,P00053,view,2024-02-06T04:50:00
E001037,C000526,P00261,cart,2024-02-06T05:55:00
E000415,C000445,P00283,view,2024-02-06T06:06:00
E003219,C000064,P00480,view,2024-02-06T06:15:00
E003221,C000450,P00084,view,2024-02-06T06:23:00
E004881,C000368,P00456,view,2024-02-06T06:27:00
E004772,C000370,P00295,view,2024-02-06T06:37:00
E002104,C000092,P00465,view,2024-02-06T08:20:00
E004487,C000472,P00318,view,2024-02-06T08:36:00
E004258,C000045,P00498,cart,2024-02-06T08:44:00
E004067,C000238,P00089,view,2024-02-06T09:30:00
E002819,C000488,P00035,view,2024-02-06T10:15:00
E003615,C000136,P00326,cart,2024-02-06T12:08:00
E005716,C000066,P00464,cart,2024-02-06T12:10:00
E005177,C000247,P00069,view,2024-02-06T12:35:00
E001349,C000431,P00420,view,2024-02-06T13:11:00
E003372,C000481,P00098,purchase,2024-02-06T13:37:00
E001160,C000577,P00273,purchase,2024-02-06T13:44:00
E000266,C000570,P00177,purchase,2024-02-06T14:08:00
E001636,C000624,P00138,view,2024-02-06T14:23:00
E003873,C000504,P00249,view,2024-02-06T14:25:00
E005025,C000165,P00054,view,2024-02-06T14:42:00
E005134,C000711,P00073,view,2024-02-06T14:42:00
E003518,C000403,P00176,view,2024-02-06T16:08:00
E002904,C000204,P00118,purchase,2024-02-06T16:23:00
E000150,C000648,P00015,view,2024-02-06T16:35:00
E001748,C000375,P00344,purchase,2024-02-06T17:18:00
E002603,C000018,P00496,view,2024-02-06T17:34:00
E000862,C000338,P00434,view,2024-02-06T17:48:00
E004978,C000073,P00418,view,2024-02-06T18:39:00
E002180,C000389,P00497,cart,2024-02-06T19:07:00
E003369,C000271,P00187,purchase,2024-02-06T19:08:00
E001553,C000280,P00388,purchase,2024-02-06T19:21:00
E005671,C000703,P00402,purchase,2024-02-06T19:34:00
E004208,C000376,P00219,cart,2024-02-06T19:46:00
E000161,C000088,P00204,view,2024-02-06T20:29:00
E002609,C000674,P00338,view,2024-02-06T20:38:00
E002584,C000621,P00388,view,2024-02-06T20:46:00
E000793,C000038,P00101,cart,2024-02-06T21:32:00
E000240,C000039,P00217,view,2024-02-06T22:30:00
E005815,C000552,P00102,view,2024-02-06T22:35:00
E001466,C000032,P00159,purchase,2024-02-07T00:08:00
E005780,C000595,P00201,cart,2024-02-07T00:19:00
E002718,C000072,P00411,view,2024-02-07T01:28:00
E000052,C000422,P00437,purchase,2024-02-07T01:49:00
E005749,C000684,P00279,view,2024-02-07T01:59:00
E000046,C000035,P00087,view,2024-02-07T03:32:00
E001491,C000671,P00309,view,2024-02-07T03:34:00
E002866,C000210,P00335,cart,2024-02-07T03:35:00
E000058,C000606,P00486,view,2024-02-07T04:27:00
E003247,C000172,P00217,purchase,2024-02-07T05:19:00
E004458,C000309,P00435,view,2024-02-07T05:26:00
E004477,C000561,P00490,view,2024-02-07T05:47:00
E002812,C000525,P00075,view,2024-02-07T05:54:00
E005147,C000231,P00431,view,2024-02-07T05:59:00
E002103,C000497,P00119,view,2024-02-07T06:32:00
E004884,C000296,P00275,view,2024-02-07T06:46:00
E005258,C000608,P00126,cart,2024-02-07T07:16:00
E002235,C000651,P00253,view,2024-02-07T07:33:00
E001102,C000284,P00314,purchase,2024-02-07T07:43:00
E003183,C000525,P00334,view,2024-02-07T08:03:00
E003502,C000063,P00080,view,2024-02-07T08:26:00
E004134,C000316,P00117,purchase,2024-02-07T08:49:00
E000895,C000749,P00084,cart,2024-02-07T09:54:00
E001605,C000133,P00125,view,2024-02-07T09:58:00
E005931,C000289,P00189,view,2024-02-07T10:12:00
E003618,C000128,P00362,view,2024-02-07T10:23:00
E003790,C000073,P00086,view,2024-02-07T10:50:00
E005214,C000002,P00297,view,2024-02-07T12:00:00
E001739,C000533,P00015,view,2024-02-07T13:40:00
E004199,C000493,P00326,view,2024-02-07T13:53:00
E005715,C000689,P00176,view,2024-02-07T14:46:00
E003858,C000532,P00423,view,2024-02-07T14:47:00
E005106,C000043,P00105,purchase,2024-02-07T14:54:00
E003931,C000641,P00300,view,2024-02-07T15:09:00
E003495,C000660,P00455,view,2024-02-07T15:19:00
E005281,C000574,P00316,cart,2024-02-07T15:35:00
E002978,C000521,P00367,view,2024-02-07T16:20:00
E001367,C000521,P00228,view,2024-02-07T17:32:00
E000067,C000248,P00096,purchase,2024-02-07T18:13:00
E005477,C000122,P00204,view,2024-02-07T18:15:00
E001712,C000558,P00405,view,2024-02-07T18:49:00
E000758,C000279,P00105,cart,2024-02-07T19:23:00
E003500,C000076,P00401,purchase,2024-02-07T19:52:00
E004587,C000587,P00055,purchase,2024-02-07T20:28:00
E005685,C000734,P00146,purchase,2024-02-07T22:16:00
E000883,C000264,P00131,view,2024-02-07T22:23:00
E003488,C000297,P00117,purchase,2024-02-07T22:32:00
E002187,C000767,P00326,cart,2024-02-07T22:42:00
E003051,C000184,P00320,view,2024-02-07T23:01:00
E004687,C000790,P00190,view,2024-02-07T23:08:00
E003101,C000385,P00300,view,2024-02-08T00:02:00
E005482,C000480,P00091,view,2024-02-08T00:11:00
E004211,C000419,P00477,view,2024-02-08T00:20:00
E003207,C000391,P00357,view,2024-02-08T00:58:00
E003466,C000628,P00233,view,2024-02-08T01:12:00
E003972,C000446,P00338,purchase,2024-02-08T01:31:00
E002167,C000112,P00446,view,2024-02-08T02:33:00
E003682,C000398,P00103,cart,2024-02-08T03:08:00
E002530,C000296,P00191,view,2024-02-08T03:10:00
E003441,C000238,P00024,cart,2024-02-08T03:40:00
E003455,C000200,P00081,view,2024-02-08T03:47:00
E003064,C000595,P00039,cart,2024-02-08T05:14:00
E004829,C000089,P00449,cart,2024-02-08T05:17:00
E000831,C000050,P00293,cart,2024-02-08T05:29:00
E000441,C000572,P00251,view,2024-02-08T05:29:00
E005622,C000060,P00352,view,2024-02-08T05:46:00
E003991,C000740,P00432,cart,2024-02-08T06:26:00
E003974,C000635,P00239,cart,2024-02-08T06:45:00
E001155,C000763,P00328,view,2024-02-08T06:50:00
E003139,C000451,P00184,view,2024-02-08T07:09:00
E001063,C000159,P00239,view,2024-02-08T07:46:00
E001967,C000094,P00004,view,2024-02-08T08:31:00
E004515,C000078,P00404,view,2024-02-08T09:06:00
E002116,C000272,P00227,view,2024-02-08T09:36:00
E003023,C000485,P00012,cart,2024-02-08T09:39:00
E003555,C000221,P00019,view,2024-02-08T10:02:00
E004414,C000696,P00458,view,2024-02-08T10:19:00
E003900,C000503,P00388,view,2024-02-08T10:51:00
E002121,C000043,P00110,view,2024-02-08T11:11:00
E002113,C000302,P00179,cart,2024-02-08T11:17:00
E000614,C000634,P00327,cart,2024-02-08T11:18:00
E003356,C000234,P00259,view,2024-02-08T11:19:00
E004660,C000217,P00269,purchase,2024-02-08T12:49:00
E003217,C000014,P00270,view,2024-02-08T14:05:00
E002682,C000243,P00486,cart,2024-02-08T14:35:00
E004325,C000265,P00307,purchase,2024-02-08T15:46:00
E003313,C000135,P00142,view,2024-02-08T17:03:00
E000478,C000733,P00376,view,2024-02-08T17:29:00
E000446,C000197,P00035,view,2024-02-08T17:52:00
E000861,C000047,P00065,view,2024-02-08T17:55:00
E000534,C000760,P00103,view,2024-02-08T17:58:00
E004689,C000799,P00447,view,2024-02-08T18:39:00
E002987,C000707,P00072,view,2024-02-08T20:09:00
E002195,C000376,P00113,view,2024-02-08T20:37:00
E005870,C000694,P00222,view,2024-02-08T20:53:00
E004658,C000150,P00168,view,2024-02-08T20:58:00
E001252,C000663,P00213,view,2024-02-08T21:56:00
E000392,C000083,P00035,view,2024-02-08T21:56:00
E002520,C000302,P00033,cart,2024-02-08T23:12:00
E004797,C000249,P00360,view,2024-02-08T23:23:00
E000427,C000540,P00366,view,2024-02-08T23:31:00
E003816,C000474,P00127,view,2024-02-08T23:53:00
E004490,C000722,P00162,view,2024-02-08T23:53:00
E002248,C000412,P00112,view,2024-02-09T00:01:00
E004438,C000150,P00058,view,2024-02-09T01:01:00
E000854,C000392,P00157,view,2024-02-09T01:10:00
E000255,C000484,P00297,view,2024-02-09T02:30:00
E002786,C000538,P00243,purchase,2024-02-09T03:11:00
E004061,C000443,P00327,view,2024-02-09T03:26:00
E000061,C000579,P00173,view,2024-02-09T04:01:00
E003148,C000587,P00260,purchase,2024-02-09T04:46:00
E003155,C000768,P00028,purchase,2024-02-09T05:58:00
E002933,C000630,P00036,view,2024-02-09T06:15:00
E001055,C000100,P00356,view,2024-02-09T06:30:00
E004147,C000446,P00099,view,2024-02-09T06:30:00
E002697,C000465,P00191,view,2024-02-09T06:52:00
E002923,C000423,P00308,cart,2024-02-09T06:53:00
E004276,C000428,P00333,purchase,2024-02-09T06:54:00
E003824,C000289,P00401,view,2024-02-09T06:56:00
E005983,C000705,P00056,view,2024-02-09T07:36:00
E001829,C000061,P00097,view,2024-02-09T07:54:00
E000276,C000762,P00306,view,2024-02-09T08:38:00
E003660,C000219,P00222,view,2024-02-09T08:51:00
E001902,C000763,P00183,cart,2024-02-09T08:52:00
E004004,C000482,P00106,cart,2024-02-09T09:06:00
E002722,C000253,P00227,view,2024-02-09T09:11:00
E002354,C000713,P00104,view,2024-02-09T09:12:00
E002110,C000250,P00406,view,2024-02-09T09:49:00
E005313,C000203,P00458,view,2024-02-09T10:03:00
E001173,C000520,P00150,cart,2024-02-09T10:04:00
E005998,C000535,P00083,view,2024-02-09T10:17:00
E001624,C000130,P00321,view,2024-02-09T10:19:00
E002639,C000761,P00294,view,2024-02-09T10:34:00
E001429,C000663,P00213,view,2024-02-09T10:45:00
E000366,C000064,P00046,cart,2024-02-09T11:41:00
E002038,C000493,P00093,purchase,2024-02-09T12:41:00
E003296,C000107,P00082,cart,2024-02-09T14:04:00
E005831,C000763,P00138,cart,2024-02-09T14:12:00
E001628,C000030,P00173,view,2024-02-09T14:14:00
E005779,C000623,P00463,cart,2024-02-09T14:28:00
E005141,C000559,P00190,view,2024-02-09T14:43:00
E002087,C000489,P00236,purchase,2024-02-09T15:06:00
E005949,C000725,P00170,view,2024-02-09T15:11:00
E002935,C000288,P00103,view,2024-02-09T15:14:00
E000360,C000237,P00243,view,2024-02-09T16:16:00
E001668,C000768,P00033,view,2024-02-09T16:26:00
E002993,C000646,P00131,view,2024-02-09T17:12:00
E005925,C000536,P00274,cart,2024-02-09T17:23:00
E001133,C000643,P00215,cart,2024-02-09T17:50:00
E003621,C000773,P00480,view,2024-02-09T18:02:00
E002895,C000566,P00175,cart,2024-02-09T18:26:00
E005637,C000567,P00115,view,2024-02-09T18:30:00
E002042,C000687,P00421,cart,2024-02-09T18:52:00
E001465,C000062,P00387,cart,2024-02-09T19:29:00
E005088,C000472,P00308,purchase,2024-02-09T20:02:00
E003236,C000467,P00199,purchase,2024-02-09T20:25:00
E004822,C000325,P00332,view,2024-02-09T20:31:00
E005060,C000168,P00444,view,2024-02-09T21:02:00
E001696,C000232,P00065,purchase,2024-02-09T21:49:00
E000641,C000375,P00496,cart,2024-02-09T21:56:00
E005311,C000622,P00479,view,2024-02-09T22:03:00
E005499,C000413,P00111,cart,2024-02-09T23:39:00
E001684,C000749,P00217,view,2024-02-09T23:53:00
E004904,C000601,P00195,view,2024-02-10T00:41:00
E005094,C000068,P00375,view,2024-02-10T01:01:00
E001683,C000244,P00062,view,2024-02-10T01:05:00
E004934,C000186,P00343,cart,2024-02-10T01:05:00
E002097,C000258,P00106,cart,2024-02-10T01:35:00
E004400,C000766,P00308,view,2024-02-10T01:38:00
E003171,C000754,P00464,cart,2024-02-10T01:55:00
E000395,C000194,P00125,cart,2024-02-10T02:06:00
E001550,C000556,P00448,view,2024-02-10T02:20:00
E001308,C000388,P00087,purchase,2024-02-10T02:21:00
E001523,C000651,P00391,view,2024-02-10T02:49:00
E003458,C000716,P00359,view,2024-02-10T04:24:00
E003159,C000414,P00167,purchase,2024-02-10T04:46:00
E005843,C000073,P00144,cart,2024-02-10T04:57:00
E005124,C000223,P00253,view,2024-02-10T05:35:00
E002181,C000450,P00184,view,2024-02-10T05:36:00
E005350,C000299,P00473,view,2024-02-10T05:47:00
E005161,C000447,P00132,view,2024-02-10T06:11:00
E005170,C000754,P00005,view,2024-02-10T06:20:00
E002126,C000418,P00009,cart,2024-02-10T06:22:00
E000999,C000718,P00448,purchase,2024-02-10T07:00:00
E003877,C000392,P00440,purchase,2024-02-10T07:21:00
E001220,C000670,P00238,cart,2024-02-10T09:18:00
E000233,C000620,P00440,view,2024-02-10T10:53:00
E002146,C000122,P00253,view,2024-02-10T11:31:00
E000998,C000730,P00227,view,2024-02-10T12:33:00
E002890,C000678,P00022,view,2024-02-10T12:49:00
E005837,C000607,P00457,view,2024-02-10T12:51:00
E004279,C000240,P00064,purchase,2024-02-10T12:59:00
E001681,C000011,P00382,view,2024-02-10T13:53:00
E000596,C000298,P00076,view,2024-02-10T14:09:00
E002946,C000035,P00434,purchase,2024-02-10T14:12:00
E000405,C000123,P00211,view,2024-02-10T14:34:00
E005495,C000514,P00314,view,2024-02-10T14:46:00
E005186,C000581,P00283,view,2024-02-10T16:16:00
E002377,C000411,P00108,purchase,2024-02-10T16:18:00
E005212,C000736,P00334,cart,2024-02-10T16:30:00
E004513,C000742,P00292,cart,2024-02-10T16:35:00
E000767,C000622,P00475,purchase,2024-02-10T16:56:00
E001580,C000539,P00399,view,2024-02-10T17:07:00
E001413,C000243,P00258,cart,2024-02-10T17:17:00
E005694,C000687,P00441,cart,2024-02-10T17:22:00
E000221,C000152,P00122,view,2024-02-10T17:50:00
E002316,C000050,P00421,view,2024-02-10T18:19:00
E005907,C000517,P00034,view,2024-02-10T18:24:00
E000482,C000343,P00293,view,2024-02-10T18:27:00
E004693,C000177,P00238,view,2024-02-10T18:42:00
E005995,C000513,P00001,view,2024-02-10T19:51:00
E004413,C000031,P00465,cart,2024-02-10T20:20:00
E001521,C000478,P00369,view,2024-02-10T20:57:00
E002909,C000307,P00187,view,2024-02-10T21:01:00
E002613,C000094,P00165,cart,2024-02-10T21:34:00
E004530,C000161,P00480,view,2024-02-10T21:54:00
E000845,C000213,P00037,view,2024-02-10T21:55:00
E004851,C000447,P00013,cart,2024-02-10T22:10:00
E003060,C000512,P00027,cart,2024-02-10T23:20:00
E000019,C000573,P00108,view,2024-02-10T23:42:00
E003452,C000438,P00339,purchase,2024-02-11T00:41:00
E004902,C000176,P00301,view,2024-02-11T03:49:00
E003841,C000066,P00251,view,2024-02-11T04:08:00
E004601,C000204,P00176,cart,2024-02-11T04:20:00
E005018,C000273,P00372,view,2024-02-11T04:48:00
E004640,C000686,P00124,cart,2024-02-11T05:08:00
E000852,C000595,P00455,purchase,2024-02-11T06:04:00
E002745,C000204,P00407,view,2024-02-11T06:36:00
E003601,C000046,P00065,purchase,2024-02-11T06:42:00
E002810,C000319,P00294,purchase,2024-02-11T07:36:00
E000146,C000428,P00365,cart,2024-02-11T07:44:00
E001359,C000115,P00471,cart,2024-02-11T08:32:00
E002471,C000364,P00221,view,2024-02-11T08:51:00
E001304,C000529,P00309,view,2024-02-11T09:11:00
E000818,C000250,P00071,view,2024-02-11T09:20:00
E002857,C000793,P00025,cart,2024-02-11T09:36:00
E003332,C000191,P00068,purchase,2024-02-11T12:27:00
E002955,C000736,P00214,purchase,2024-02-11T12:46:00
E003684,C000315,P00459,view,2024-02-11T12:59:00
E002252,C000428,P00107,view,2024-02-11T13:04:00
E005698,C000603,P00169,view,2024-02-11T13:56:00
E000605,C000452,P00183,view,2024-02-11T14:08:00
E005930,C000179,P00138,view,2024-02-11T14:15:00
E005599,C000384,P00197,view,2024-02-11T14:26:00
E001161,C000163,P00124,view,2024-02-11T16:28:00
E002221,C000518,P00197,view,2024-02-11T16:55:00
E001928,C000447,P00405,view,2024-02-11T17:51:00
E005095,C000650,P00367,purchase,2024-02-11T18:20:00
E005418,C000014,P00196,view,2024-02-11T18:33:00
E001416,C000014,P00054,view,2024-02-11T19:17:00
E005889,C000653,P00210,view,2024-02-11T19:19:00
E000164,C000383,P00170,view,2024-02-11T19:30:00
E000947,C000730,P00493,cart,2024-02-11T19:37:00
E000040,C000591,P00133,view,2024-02-11T20:17:00
E002620,C000783,P00236,purchase,2024-02-11T20:49:00
E001747,C000768,P00272,cart,2024-02-11T20:56:00
E004987,C000107,P00149,view,2024-02-11T21:24:00
E001334,C000752,P00118,view,2024-02-11T21:49:00
E005573,C000013,P00430,purchase,2024-02-11T21:59:00
E002882,C000046,P00060,view,2024-02-11T22:02:00
E001306,C000105,P00450,view,2024-02-11T22:58:00
E000769,C000711,P00328,view,2024-02-11T23:56:00
E002854,C000364,P00029,cart,2024-02-12T00:10:00
E005827,C000615,P00099,view,2024-02-12T00:16:00
E001084,C000176,P00395,cart,2024-02-12T00:56:00
E004627,C000085,P00463,view,2024-02-12T01:05:00
E001912,C000126,P00233,purchase,2024-02-12T01:10:00
E005295,C000051,P00472,view,2024-02-12T02:22:00
E000314,C000457,P00128,view,2024-02-12T02:56:00
E004390,C000213,P00112,cart,2024-02-12T03:21:00
E001772,C000116,P00419,view,2024-02-12T03:45:00
E000870,C000630,P00066,view,2024-02-12T03:49:00
E003823,C000372,P00002,cart,2024-02-12T04:01:00
E003437,C000313,P00122,view,2024-02-12T04:12:00
E000112,C000279,P00048,view,2024-02-12T04:33:00
E001454,C000364,P00439,cart,2024-02-12T04:47:00
E000353,C000105,P00094,view,2024-02-12T05:26:00
E003604,C000443,P00365,view,2024-02-12T05:54:00
E000970,C000046,P00304,view,2024-02-12T06:18:00
E003910,C000650,P00215,view,2024-02-12T06:36:00
E000269,C000480,P00100,view,2024-02-12T06:49:00
E000593,C000653,P00004,view,2024-02-12T07:15:00
E002100,C000595,P00312,view,2024-02-12T07:19:00
